Tweet,Target 1,Stance 1,Target 2,Stance 2,Test/Train/Dev
"Both conflicts can be, and indeed are simultaneously bad. Both Russia & Israel can, and indeed are deeply problematic in terms of what they are doing in Ukraine/Palestine. Just because the west supports Ukraine does not negate the atrocities being committed by Russia or the",Russia,AGAINST,Ukraine,FAVOR,Train
"russia has always done whatever damage they could. If they cant invade something, they will make sure the righfull owner cant use it. russia has demonstrated this since the start of their failed invasion of Ukraine",Russia,AGAINST,Ukraine,NONE,Train
"Russia didn't want Ukraine to join NATO, so invaded, then resulting in Ukraine much closer to NATO membership. Could this be the largest irony we would see in this century? #Ukraine #Russia",Russia,AGAINST,Ukraine,FAVOR,Train
"I see no problem here. Russia is destroying Ukraine's agricultural base, forcing them to spend more money on food imports - that would otherwise have gone to military spending.",Russia,FAVOR,Ukraine,AGAINST,Train
Russian occupation and destruction of Ukraine's Kakhovska hydropower plant causes massive flooding and loss of renewable energy capacity. #Ukraine #Russia,Russia,AGAINST,Ukraine,FAVOR,Train
"Meanwhile in the real world, Russia is kicking the dogshit out of Ukraine lmao. Zelensky is determined to get all of his countrymen killed.",Russia,FAVOR,Ukraine,AGAINST,Train
Russias GDP has fallen since Russias War in Ukraine since 2014 when sanctions were first introduced n hasnt hit as high since. Russia itself cant break through UKR defenses seeing on how they are the invading army. RU took only 1 regional capital that UK took back,Russia,AGAINST,Ukraine,FAVOR,Train
russia has zero interest in this. Like they want NATO to fight against them when Ukraine is completely destroyed at this point. If anything happens Ukraine did it obviously.,Russia,FAVOR,Ukraine,AGAINST,Train
"alr controversial one here, @POTUS stop sending so many fucking weapons to ukraine. Usually I'd support this showing Russia they can't do stupid shit, and we should supply countries who are in need (like ukraine) but not to this fucking level, like the usa is supplying",Russia,AGAINST,Ukraine,FAVOR,Train
"Also, Ukraine's security arrangements aren't Russia's business.",Russia,AGAINST,Ukraine,FAVOR,Train
They have the right to do so the same way Ukraine has the right to fire at Russia. International law specifically permits armed resistance against occupation. Palestinians have the right to kill invaders destroying their nation,Russia,AGAINST,Ukraine,FAVOR,Train
"And what would you do once Russia absorbs the rest of Ukraine?  ""I would be very upset and ask Mr. Putin to return back to the Donbas Region"".  What would you do once Putin attacks Poland?  ""I would be upset and ask Mr. Putin to return back to Ukraine"".   What would you do if¡­.",Russia,AGAINST,Ukraine,FAVOR,Train
"Do you acknowledge that Russia invaded Ukraine, and is trying to take territory from Ukraine? That this is an imperialist action that Russia is taking against Ukraine?",Russia,AGAINST,Ukraine,FAVOR,Train
russia better than little ukraine,Russia,FAVOR,Ukraine,AGAINST,Train
"Russia had 10% of Ukraine in 2021, and they have 20% now, that looks like a win to me rather than the opposite. Besides wasting NATO equipment, and soldiers as Ukraine suffers to advance.",Russia,FAVOR,Ukraine,AGAINST,Train
Because under Trump NATO could be weakened. Trump could continue to work towards Putins goal of US withdrawal from NATO like he is trying to do with the EU. Ukraine joining NATO and the EU significantly weakens Russia. His long term goal is to reestablish the old Soviet Union.,Russia,NONE,Ukraine,NONE,Train
The selfish goals of not letting Russia invade Ukraine!,Russia,AGAINST,Ukraine,FAVOR,Train
"Please, dear lord, let's all come back to the negotiation table and find a sensible way out #russia #Ukraine",Russia,NONE,Ukraine,NONE,Train
"Russia's State Duma unanimously supported new draft legislation to further restrict freedom of expression regarding sexual orientation and gender identity, Human Rights Watch said. I'd say Hahaha Putin's got one rule for his population another for himself",Russia,AGAINST,Ukraine,NONE,Train
"Ukraine didn't start the war - we protecting ourself from russian aggression(west obv help us) Aggressor is Russia not Ukraine. If Russia wants, the war will end the next day.",Russia,AGAINST,Ukraine,FAVOR,Train
STOP pushing Russia and Ukraine on me until you stand with the murders in Palestine. Israel is murdering Palestinians. it's funking disgraceful how the world is ignoring this. Save the Palestinians from the genocide.,Russia,AGAINST,Ukraine,AGAINST,Train
No superior military builds defensive trenches 60 miles behind their front lines. Zero. Russia can't even gain air superiority over Ukraine,Russia,AGAINST,Ukraine,FAVOR,Train
"Yes, absolutely. If Russians blow up the nuclear powerplant it's NATO war against Russia and Ukraine immediately wins the war, with NATO AirPower. That will be the end of Putin.",Russia,FAVOR,Ukraine,AGAINST,Train
Russia is not playing the shock and awe campaign like USA. Systematically dismantling the Ukraine Military as Russia draws them into kill zones. Russia currently deploying average soldiers leaving their professional soldiers to guard Mother Russia.,Russia,FAVOR,Ukraine,AGAINST,Train
What happened? Russia invaded Ukraine and someone wrote a meme,Russia,AGAINST,Ukraine,FAVOR,Train
Even putid kidnap many children to russia - now some of my friends of extension rebellion are going to ukraine to help ukraine people and are fighting against putin,Russia,AGAINST,Ukraine,FAVOR,Train
"Groceries are up in Mexico by 12.9 %. In Canada, groceries are up 11.4%. Doesn't look like a USA/Biden issue. Seems to coincide with Russia invading Ukraine, and world wide fuel increases.",Russia,NONE,Ukraine,NONE,Train
"so? What does it have to do with Russia? did Ukraine cross Russian borders? I am gonna give you one simple hint and you can use it before start discussion about conflicts, Firstly check who crossed the border, you will have your answers next.",Russia,AGAINST,Ukraine,FAVOR,Train
"Like if anything, a stalemate would be more embarrassing for Russia than Ukraine. It's like if I sat down for chess with a grandmaster and managed to achieve a draw.",Russia,NONE,Ukraine,NONE,Train
"Russia's borders with Ukraine continue to move closer to Moscow. Last 'Major' RU offensive was over 4months ago and took a tiny town (now ruins) that was fought over for 7+ months. WW1 level gains, Bakhmut is currently being slowly encircled by Ukraine.",Russia,NONE,Ukraine,NONE,Train
Groups like the Azov Regiment attacked ethnic Russians 8 years+ before Russia acted. Ukraine is responsible and Zelensky is fine with this.,Russia,FAVOR,Ukraine,AGAINST,Train
"Russia and Ukraine have a very long entwined history, hard to separate. Crimea was mostly Russians. Crimea annexation for a warm port done under Obama. Trump had no reason to get Putin out. I believe Trump was tough enough to prevent Putin from acting on this new invasion.",Russia,AGAINST,Ukraine,FAVOR,Train
"There is more chance of Poland taking Kaliningrad, Putin couldn't defeat Ukraine so nothing will happen.Russia, Belarus, Iran and North Korea all their leaders are like angry children. They do or say things to get attention, don't give them attention. They are irrelevant",Russia,AGAINST,Ukraine,FAVOR,Train
"So the Ukraine Russia thingo is why my power bill is so high, liar liar BS",Russia,AGAINST,Ukraine,AGAINST,Train
calm down. Ukraine wasn't even a nation until 1991. A lot of Nazis will flood into Europe as refugees. But Russia will grind Ukraine down. They're making it last to suck the wealth out of NATO. Before the big war starts.,Russia,FAVOR,Ukraine,AGAINST,Train
"So, russia occupied Donbass and Crimea and Ukraine wants to take back their own land? Get out! Tell me more, what happened to that extra 10% of Ukraine that russia grabbed? Is there something happened? Are those mass deaths of russian soldiers according to the plan as well?",Russia,FAVOR,Ukraine,AGAINST,Train
Your God likes genocidal maniacs? Russia had a promising future. Then Putin decided to invade Ukraine. Now you have no future.,Russia,AGAINST,Ukraine,FAVOR,Train
"Ask USA and Europe, Why are they using Ukraine to confront Russia ???",Russia,NONE,Ukraine,NONE,Train
"no, if russia had 6+ months to prepare and Ukraine still makes progress without air superiority then russia didn't do it ""right"". what russia can do right is to get out of Ukraine.",Russia,AGAINST,Ukraine,FAVOR,Train
"500 days ago, everybody, me inlcuded, thought that Ukraine will be subjugated in a couple of days, now everybody demands a lightning defeat of russian army, indeed russia army is weak, but this war just started!",Russia,NONE,Ukraine,NONE,Train
If anything happens at the zpp everyone in the world will know ukraine did it but the narrative from the western media and ukrainian twitter bots will insist it was russia,Russia,FAVOR,Ukraine,AGAINST,Train
There are a lot of bubble head Cell phone youth that have no idea just what is going on with Ukraine. Get ready for War with Russia. Please dig deep for the Truth.,Russia,AGAINST,Ukraine,FAVOR,Train
Rather play in Russia than nazi Ukraine,Russia,FAVOR,Ukraine,AGAINST,Train
You calling for peace doesn't stop Russia from bombing civilians in Ukraine. You saying the military machine is bad won't stop China from rolling over Taiwan. Peace is found through strength. As JFK knew very well.,Russia,NONE,Ukraine,NONE,Train
"America didn't win that war, did they? Besides the US presence in Syria was just as illegal as Russia's presence in Ukraine.",Russia,AGAINST,Ukraine,FAVOR,Train
Horrible! Ukrainian close combat kills hundreds Russian soldiers in heavy fighting near Bakhmut #Russia #Ukraine,Russia,AGAINST,Ukraine,FAVOR,Train
And blaming it on Ukraine and Russia. What a joke,Russia,FAVOR,Ukraine,FAVOR,Train
Wouldn't it be better to create those test centers in Russia rather than in Ukraine?,Russia,FAVOR,Ukraine,AGAINST,Train
"I never understand you people griping about Ukraines corruption while trying to big-up Russia. Russia, Ukraine and Moldova have all been trading places at the bottom of the list of most corrupt countries in Europe for over 2 decades now.",Russia,AGAINST,Ukraine,AGAINST,Train
